"","Player","birthCountry","playerID","MedianIP","weight","height","throws","Censored","PrimaryPitch","numDaysUntilTJ","Fast_Off"
"541","Kyle Finnegan","USA","finneky01",66,197,74,"R","Non-Censored","Sinker",NA,"Fastball"
"542","Kyle Freeland","USA","freelky01",138.35,204,76,"L","Non-Censored","4seamFastball",NA,"Fastball"
"543","Kyle Funkhouser","USA","funkhky01",42.8,229,75,"R","Censored","Sinker",NA,"Fastball"
"544","Kyle Hendricks","USA","hendrky01",177,190,75,"R","Censored","Sinker",NA,"Fastball"
"545","Kyle Keller","USA","kelleky01",10.7,205,76,"R","Censored","4seamFastball",NA,"Fastball"
"546","Kyle McGowin","USA","mcgowky01",13.5,202,75,"R","Censored","Slider",NA,"Offspeed"
"547","Kyle McGrath","USA","mcgraky01",11.5,185,74,"L","Censored","4seamFastball",NA,"Fastball"
"548","Kyle Muller","USA","mulleky01",24.5,250,79,"L","Non-Censored","4seamFastball",NA,"Fastball"
"549","Kyle Nelson","USA","nelsoky01",9.7,175,73,"L","Non-Censored","Slider",NA,"Offspeed"
"550","Kyle Ryan","USA","ryanky01",15.7,215,77,"L","Censored","Cutter",NA,"Fastball"
"551","Kyle Wright","USA","wrighky01",19.7,215,76,"R","Non-Censored","4seamFastball",NA,"Fastball"
"552","Kyle Zimmer","USA","zimmeky01",23,225,75,"R","Censored","4seamFastball",NA,"Fastball"
"553","Lance Lynn","USA","lynnla01",166.15,270,77,"R","Non-Censored","4seamFastball",1622,"Fastball"
"554","Liam Hendriks","Australia","hendrli01",57.7,235,72,"R","Non-Censored","4seamFastball",NA,"Fastball"
"555","Lisalverto Bonilla","D.R.","bonilli01",28.7,225,72,"R","Non-Censored","4seamFastball",223,"Fastball"
"556","Ljay Newsome","USA","newsolj01",15.2,210,71,"R","Non-Censored","4seamFastball",254,"Fastball"
"557","Logan Allen","USA","allenlo01",8.35,200,75,"L","Censored","4seamFastball",NA,"Fastball"
"558","Logan Gilbert","USA","gilbelo01",152.5,215,78,"R","Non-Censored","4seamFastball",NA,"Fastball"
"559","Logan Gillaspie","USA","gillalo01",17.3,220,74,"R","Non-Censored","4seamFastball",NA,"Fastball"
"560","Lou Trivino","USA","trivilo01",46,235,77,"R","Non-Censored","4seamFastball",NA,"Fastball"
"561","Louie Varland","USA","varlalo01",26,205,73,"R","Non-Censored","4seamFastball",NA,"Fastball"
"562","Louis Coleman","USA","colemlo01",48,205,76,"R","Censored","Slider",NA,"Offspeed"
"563","Louis Head","USA","headlo01",23.7,180,73,"R","Censored","Slider",NA,"Offspeed"
"564","Lucas Gilbreath","USA","gilbrlu01",42.85,185,73,"L","Censored","4seamFastball",NA,"Fastball"
"565","Lucas Luetge","USA","luetglu01",38.85,205,76,"L","Non-Censored","Cutter",1907,"Fastball"
"566","Lucas Sims","USA","simslu01",25.7,225,74,"R","Censored","4seamFastball",NA,"Fastball"
"567","Luis Castillo","D.R.","castilu02",89.3,200,74,"R","Non-Censored","4seamFastball",NA,"Fastball"
"568","Luis Castillo","D.R.","castilu03",3.7,212,75,"R","Non-Censored","4seamFastball",NA,"Fastball"
"569","Luis Cessa","Mexico","cessalu01",41.5,208,72,"R","Non-Censored","Slider",NA,"Offspeed"
"570","Luis Garcia","D.R.","garcilu03",39.65,240,74,"R","Non-Censored","4seamFastball",NA,"Fastball"
"571","Luis Garcia","Venezuela","garcilu05",155.3,244,73,"R","Non-Censored","4seamFastball",NA,"Fastball"
"572","Luis Gil","D.R.","gillu01",16.65,185,74,"R","Non-Censored","4seamFastball",294,"Fastball"
"573","Luis Ortiz","USA","ortizlu02",3.3,230,75,"R","Non-Censored","4seamFastball",NA,"Fastball"
"574","Luis Ortiz","D.R.","ortizlu03",16,240,74,"R","Non-Censored","4seamFastball",NA,"Fastball"
"575","Luis Oviedo","Venezuela","oviedlu01",29.7,250,77,"R","Censored","4seamFastball",NA,"Fastball"
"576","Luis Perdomo","D.R.","perdolu02",58.35,201,74,"R","Non-Censored","Sinker",1641,"Fastball"
"577","Luis Santos","D.R.","santolu01",18.35,225,72,"R","Censored","4seamFastball",NA,"Fastball"
"578","Luis Severino","D.R.","severlu01",71,218,74,"R","Non-Censored","4seamFastball",1667,"Fastball"
"579","Luiz Gohara","Brazil","goharlu01",24.5,265,75,"L","Censored","4seamFastball",NA,"Fastball"
"580","Luke Bard","USA","bardlu01",11.7,200,75,"R","Censored","Slider",NA,"Offspeed"
"581","Luke Farrell","USA","farrelu01",10.65,200,78,"R","Non-Censored","4seamFastball",NA,"Fastball"
"582","Luke Gregerson","USA","gregelu01",61,205,75,"R","Censored","Sinker",NA,"Fastball"
"583","Luke Jackson","USA","jackslu01",40.7,210,74,"R","Non-Censored","Slider",2413,"Offspeed"
"584","Luke Weaver","USA","weavelu01",56.15,183,74,"R","Non-Censored","4seamFastball",NA,"Fastball"
"585","MacKenzie Gore","USA","gorema01",70,197,74,"L","Censored","4seamFastball",NA,"Fastball"
"586","Madison Bumgarner","USA","bumgama01",180,257,76,"L","Non-Censored","4seamFastball",NA,"Fastball"
"587","Marc Rzepczynski","USA","rzepcma01",22.7,220,74,"L","Censored","Sinker",NA,"Fastball"
"588","Marco Estrada","Mexico","estrama01",133.15,180,72,"R","Censored","4seamFastball",NA,"Fastball"
"589","Marco Gonzales","USA","gonzama02",69.7,205,73,"L","Non-Censored","4seamFastball",660,"Fastball"
"590","Marcus Stroman","USA","stromma01",130.7,180,67,"R","Non-Censored","Sinker",NA,"Fastball"
"591","Masahiro Tanaka","Japan","tanakma01",156,218,75,"R","Censored","Slider",NA,"Offspeed"
"592","Mat Latos","USA","latosma01",74.3,245,78,"R","Censored","4seamFastball",NA,"Fastball"
"593","Matt Albers","USA","alberma01",51.3,225,73,"R","Censored","Sinker",NA,"Fastball"
"594","Matt Andriese","USA","andrima01",59.7,215,74,"R","Censored","4seamFastball",NA,"Fastball"
"595","Matt Barnes","USA","barnema01",54.7,208,76,"R","Non-Censored","4seamFastball",NA,"Fastball"
"596","Matt Belisle","USA","belisma01",53.15,230,75,"R","Censored","4seamFastball",NA,"Fastball"
"597","Matt Brash","CAN","brashma01",50.7,173,73,"R","Non-Censored","Slider",NA,"Offspeed"
"598","Matt Bush","USA","bushma01",29.85,180,69,"R","Non-Censored","4seamFastball",1144,"Fastball"
"599","Matt Cain","USA","cainma01",190.7,230,75,"R","Censored","4seamFastball",NA,"Fastball"
"600","Matt Dermody","USA","dermoma01",2,190,77,"L","Non-Censored","Slider",605,"Offspeed"
"601","Matt Festa","USA","festama01",22.3,195,73,"R","Non-Censored","Slider",600,"Offspeed"
"602","Matt Foster","USA","fostema01",39,215,72,"R","Non-Censored","4seamFastball",NA,"Fastball"
"603","Matt Garza","USA","garzama01",114.7,220,76,"R","Censored","4seamFastball",NA,"Fastball"
"604","Matt Grace","USA","gracema02",31.85,215,76,"L","Censored","Sinker",NA,"Fastball"
"605","Matt Hall","USA","hallma02",8.7,200,72,"L","Censored","4seamFastball",NA,"Fastball"
"606","Matt Harvey","USA","harvema01",92.7,220,76,"R","Non-Censored","4seamFastball",453,"Fastball"
"607","Matt Koch","USA","kochma01",18,215,75,"R","Censored","4seamFastball",NA,"Fastball"
"608","Matt Magill","USA","magilma01",25,210,75,"R","Non-Censored","4seamFastball",741,"Fastball"
"609","Matt Manning","USA","mannima01",74.15,195,78,"R","Non-Censored","4seamFastball",NA,"Fastball"
"610","Matt Moore","USA","moorema02",73.5,210,75,"L","Non-Censored","4seamFastball",951,"Fastball"
"611","Matt Peacock","USA","peacoma01",7.3,185,73,"R","Censored","Sinker",NA,"Fastball"
"612","Matt Shoemaker","USA","shoemma01",60.3,225,74,"R","Censored","Splitter",NA,"Offspeed"
"613","Matt Swarmer","USA","swarmma01",34,195,77,"R","Censored","Slider",NA,"Offspeed"
"614","Matt Wisler","USA","wislema01",29,215,75,"R","Non-Censored","Slider",NA,"Offspeed"
"615","Matthew Liberatore","USA","liberma01",34.7,200,76,"L","Non-Censored","4seamFastball",NA,"Fastball"
"616","Mauricio Llovera","Venezuela","llovema01",6.7,224,71,"R","Censored","Slider",NA,"Offspeed"
"617","Max Castillo","Venezuela","castima03",19.7,280,74,"R","Non-Censored","4seamFastball",NA,"Fastball"
"618","Max Kranick","USA","kranima01",21.85,220,75,"R","Non-Censored","4seamFastball",341,"Fastball"
"619","Max Scherzer","USA","scherma01",191.35,208,75,"R","Non-Censored","4seamFastball",NA,"Fastball"
"620","Merandy Gonzalez","D.R.","gonzame01",22,216,72,"R","Censored","4seamFastball",NA,"Fastball"
"621","Merrill Kelly","USA","kellyme01",170.65,202,74,"R","Non-Censored","4seamFastball",NA,"Fastball"
"622","Michael Brady","USA","bradymi01",31.7,195,72,"R","Censored","Cutter",NA,"Fastball"
"623","Michael Feliz","D.R.","felizmi01",7.7,250,76,"R","Censored","4seamFastball",NA,"Fastball"
"624","Michael Fulmer","USA","fulmemi01",69.7,224,75,"R","Non-Censored","Slider",1062,"Offspeed"
"625","Michael Kopech","USA","kopecmi01",69.3,210,75,"R","Non-Censored","4seamFastball",28,"Fastball"
"626","Michael Lorenzen","USA","lorenmi01",82,217,75,"R","Non-Censored","4seamFastball",NA,"Fastball"
"627","Michael Pineda","D.R.","pinedmi01",109.3,280,79,"R","Non-Censored","4seamFastball",2296,"Fastball"
"628","Michael Rucker","USA","ruckemi01",41.5,200,73,"R","Non-Censored","4seamFastball",NA,"Fastball"
"629","Michael Tonkin","USA","tonkimi01",21,220,79,"R","Censored","Sinker",NA,"Fastball"
"630","Michael Wacha","USA","wachami01",125.7,215,78,"R","Non-Censored","4seamFastball",NA,"Fastball"
"631","Michel Baez","Cuba","baezmi01",4.7,220,80,"R","Non-Censored","4seamFastball",616,"Fastball"
"632","Miguel Castro","D.R.","castrmi01",22.35,201,79,"R","Non-Censored","Sinker",NA,"Fastball"
"633","Miguel Diaz","D.R.","diazmi02",18.7,224,72,"R","Non-Censored","4seamFastball",NA,"Fastball"
"634","Mike Baumann","USA","baumami01",22.15,235,76,"R","Non-Censored","4seamFastball",NA,"Fastball"
"635","Mike Bolsinger","USA","bolsimi01",46.8,215,73,"R","Censored","Cutter",NA,"Fastball"
"636","Mike Clevinger","USA","clevimi01",114.3,215,76,"R","Non-Censored","4seamFastball",1644,"Fastball"
"637","Mike Dunn","USA","dunnmi01",44,212,72,"L","Censored","4seamFastball",NA,"Fastball"
"638","Mike Fiers","USA","fiersmi01",71.7,211,74,"R","Censored","4seamFastball",NA,"Fastball"
"639","Mike Foltynewicz","USA","foltymi01",120.15,195,76,"R","Censored","4seamFastball",NA,"Fastball"
"640","Mike Kickham","USA","kickhmi01",8,220,76,"L","Censored","Slider",NA,"Offspeed"
"641","Mike Leake","USA","leakemi01",154,165,70,"R","Censored","Sinker",NA,"Fastball"
"642","Mike Mayers","USA","mayermi01",30,220,74,"R","Non-Censored","4seamFastball",NA,"Fastball"
"643","Mike Minor","USA","minormi01",121.65,210,76,"L","Non-Censored","4seamFastball",NA,"Fastball"
"644","Mike Montgomery","USA","montgmi01",62.85,219,76,"L","Censored","4seamFastball",NA,"Fastball"
"645","Mike Morin","USA","morinmi01",22.7,220,76,"R","Censored","Change-up",NA,"Offspeed"
"646","Mike Pelfrey","USA","pelfrmi01",136.35,240,79,"R","Non-Censored","Sinker",2124,"Fastball"
"647","Mike Shawaryn","USA","shawami01",20.3,240,74,"R","Censored","4seamFastball",NA,"Fastball"
"648","Mike Soroka","CAN","sorokmi01",25.7,225,77,"R","Censored","Sinker",NA,"Fastball"
"649","Miles Mikolas","USA","mikolmi01",57.3,230,76,"R","Non-Censored","4seamFastball",NA,"Fastball"
"650","Mitch Keller","USA","kellemi03",74.35,220,74,"R","Non-Censored","4seamFastball",NA,"Fastball"
"651","Montana DuRapau","USA","durapmo01",17.3,190,70,"R","Censored","4seamFastball",NA,"Fastball"
"652","Mychal Givens","USA","givenmy01",30,239,72,"R","Non-Censored","4seamFastball",NA,"Fastball"
"653","Myles Jaye","USA","jayemy01",12.7,170,75,"R","Censored","Sinker",NA,"Fastball"
"654","Nabil Crismatt","Colombia","crismna01",67.3,220,73,"R","Non-Censored","Change-up",NA,"Offspeed"
"655","Nate Jones","USA","jonesna01",18.7,230,77,"R","Non-Censored","Sinker",842,"Fastball"
"656","Nate Karns","USA","karnsna01",28.65,225,75,"R","Censored","4seamFastball",NA,"Fastball"
"657","Nate Pearson","USA","pearsna01",16.5,255,78,"R","Censored","4seamFastball",NA,"Fastball"
"658","Nathan Eovaldi","USA","eovalna01",67.7,217,74,"R","Non-Censored","4seamFastball",1840,"Fastball"
"659","Nestor Cortes","Cuba","cortene01",66.7,210,71,"L","Non-Censored","4seamFastball",NA,"Fastball"
"660","Nick Anderson","USA","anderni01",18.8,205,76,"R","Censored","4seamFastball",NA,"Fastball"
"661","Nick Lodolo","USA","lodolni01",103.3,205,78,"L","Non-Censored","4seamFastball",NA,"Fastball"
"662","Nick Margevicius","USA","margeni01",41.3,225,77,"L","Censored","4seamFastball",NA,"Fastball"
"663","Nick Martinez","USA","martini01",111.3,200,73,"R","Non-Censored","4seamFastball",NA,"Fastball"
"664","Nick Mears","USA","mearsni01",5,200,74,"R","Non-Censored","4seamFastball",NA,"Fastball"
"665","Nick Neidert","USA","neideni01",8.3,202,73,"R","Censored","4seamFastball",NA,"Fastball"
"666","Nick Nelson","USA","nelsoni01",20.7,205,73,"R","Non-Censored","4seamFastball",NA,"Fastball"
"667","Nick Pivetta","CAN","pivetni01",133,214,77,"R","Non-Censored","4seamFastball",NA,"Fastball"
"668","Nick Ramirez","USA","ramirni01",20.3,232,76,"L","Censored","Change-up",NA,"Offspeed"
"669","Nick Rumbelow","USA","rumbeni01",15.7,190,72,"R","Non-Censored","4seamFastball",301,"Fastball"
"670","Nick Sandlin","USA","sandlni01",38.85,175,71,"R","Non-Censored","Slider",NA,"Offspeed"
"671","Nick Tepesch","USA","tepesni01",14,240,76,"R","Censored","4seamFastball",NA,"Fastball"
"672","Nick Tropeano","USA","tropeni01",18.7,205,76,"R","Non-Censored","4seamFastball",706,"Fastball"
"673","Nick Vespi","USA","vespini01",26.3,215,75,"L","Non-Censored","4seamFastball",NA,"Fastball"
"674","Nick Vincent","USA","vinceni01",30.7,185,70,"R","Censored","4seamFastball",NA,"Fastball"
"675","Nick Wittgren","USA","wittgni01",42.3,216,74,"R","Censored","4seamFastball",NA,"Fastball"
"676","Nik Turley","USA","turleni01",19.7,230,76,"L","Non-Censored","4seamFastball",204,"Fastball"
"677","Noah Syndergaard","USA","syndeno01",115,242,78,"R","Non-Censored","Sinker",1780,"Fastball"
"678","Norge Ruiz","Cuba","ruizno01",19,190,70,"R","Non-Censored","4seamFastball",NA,"Fastball"
"679","Odrisamer Despaigne","Cuba","despaod01",23.8,200,72,"R","Censored","4seamFastball",NA,"Fastball"
"680","Oliver Drake","USA","drakeol01",12.7,220,76,"R","Censored","Splitter",NA,"Offspeed"
"681","Oliver Ortega","D.R.","ortegol01",21.65,165,72,"R","Censored","4seamFastball",NA,"Fastball"
"682","Paolo Espino","Panama","espinpa01",17.7,211,70,"R","Non-Censored","4seamFastball",NA,"Fastball"
"683","Parker Bridwell","USA","bridwpa01",6.7,185,76,"R","Censored","4seamFastball",NA,"Fastball"
"684","Parker Markel","USA","markepa01",4.7,240,77,"R","Censored","Slider",NA,"Offspeed"
"685","Pat Neshek","USA","neshepa01",30.85,220,75,"R","Non-Censored","Slider",858,"Offspeed"
"686","Patrick Corbin","USA","corbipa01",163.7,222,76,"L","Non-Censored","Slider",694,"Offspeed"
"687","Patrick Sandoval","USA","sandopa02",63.15,190,75,"L","Non-Censored","4seamFastball",NA,"Fastball"
